code,nom_voie,type_voie,arr
1980,garreau,rue,18
1981,gascogne,square de,20
1982,gasnier-guy,rue,20
1983,gassendi,rue,14
1984,gaston-bertandeau,square,17
1985,gaston-boissier,rue,15
1986,gaston-darboux,rue,18
1987,gaston-de-saint-paul,rue,16
1988,gaston-pinot,rue,19
1989,gaston-tissandier,rue,18
1990,gatbois,passage,12
1991,gatines,rue des,20
1992,gaudelet,impasse,11
1993,gaudelet,petite impasse,11
1994,gauguet,impasse,14
1995,gauguin,rue,17
1996,gauthey,rue,17
1997,gauthier,passage,19
1998,gavarni,rue,16
1999,gay-lussac,rue,5
2000,gaz,impasse du,13
2001,gazan,rue,14
2002,geoffroy-didelot,passage,17
2003,général-anselin,avenue du,16
2004,general-appert,rue du,16
2005,général-archinard,rue du,12
2006,général-aubé,rue du,16
2007,général-balfourier,avenue du,16
2008,général-baratier,rue du,15
2009,général-beuret,place du,15
2010,general-beuret,rue du,15
2011,general-blaise,rue du,11
2012,general-brunet,rue du,19
2013,général-clavery,avenue du,16
2014,général-clergerie,rue du,16
2015,general-détrié,avenue du,7
2016,general-dodds,avenue du,12
2017,general-dubail,avenue du,16
2018,général-foy,rue du,8
2019,général-grossetti,rue du,16
2020,general-henrys,rue du,17
2021,général-humbert,rue du,14
2022,général-lambert,rue du,7
2023,général-langlois,rue du,16
2024,général-lanrezac,rue du,17
2025,général-laperrine,avenue du,12
2026,général-largeau,rue du,16
2027,général-lasalle,rue du,9
2028,général-leclerc,avenue du,14
2029,général-maistre,rue du,14
2030,général-malleterre,rue du,16
2031,général-mangin,avenue du,16
2032,général-de-maudhuy,rue du,14
2033,général-messimy,avenue du,12
2034,général-michel-bizot,avenue du,12
2035,général-morin,square du,3
2036,général-niox,rue du,16
2037,general-roques,rue du,16
2038,général-sarrail,avenue du,16
2039,general-sere-de-rivieres,rue du,14
2040,général-stéfanik,place du,16
2041,general-tripier,avenue du,7
2042,genes,cite de,20
2043,génes,impasse de,20
2044,génie,passage du,12
2045,gentilly,rue de,13
2046,genty,passage,12
2047,géo-chavez,rue,20
2048,geoffroy-l'angevin,rue,4
2049,geoffroy-lasnier,rue,4
2050,geoffroy-marie,rue,9
2051,geoffroy-saint-hilaire,rue,5
2052,george-v,avenue,8
2053,george-eastman,rue,13
2054,george-sand,rue,16
2055,george-sand,villa,16
2056,georges-ambroise-boisselat-et-blanche,cite,20
2057,georges-berger,rue,17
2058,georges-bizet,rue,16
2059,georges-citerne,rue,15
2060,georges-de-porto-riche,rue,14
2061,georges-desplas,rue,5
2062,georges-guillaumin,place,8
2063,georges-lafenestre,avenue,14
2064,georges-lamarque,square,14
2065,georges-lardenois,rue,19
2066,georges-lesage,square,12
2067,georges-mandel,avenue,16
2068,georges-mulot,place,15
2069,georges-pallain,rue,16
